id,tweet_text,Final Labeling,storyid,supporting,refuting,fact
131,"??BREAKING??  100% of all ""found"" ballots in Michigan conveniently go to Biden.  This is not only suspicious, this IS evidence of ElectionFraud!!  Wisconsin is showing a similarly disturbing trend  Election2020  ElectionDay  ElectionResults  ResultsUpdate",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
132,"This is what living in Venezuela, Iran, or Cuba looks like in case if you want to test drive socialism.  Not a single vote counted in Michigan is for Trump while about 140,000 votes are for Biden. Sounds very reasonable.",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
133,"Let's talk about this screenshot which Trump claims shows fraud, and explain why it's nonsense. 1/",supporting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
134,"poof!! Out of nowhere hundreds of thousand of ballots appeared, and all for Biden",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
135,ElectionFraud against @realDonaldTrump exposed! Left = old Right = New. Not ONE new vote in this update went to ANY other party than the democrats. @SCOTUSblog do something about this!,refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
136,We are witnessing the end of democracy in the US and the end of freespeech.  We didn't expect so many Americans would like communism. Twitter even block tweets of @POTUS about Elections2020,irrelevant,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
137,Michigan vote: Somebody pls explain how this is possible: In the middle of night 138339 votes turn up. ALL for Biden 0 vote for Trump 0 vote for Jorgensen 0 vote for Hawkins 0 vote for Blankenship. 100% vote for Biden,refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
138,I feel like this is all the evidence you need. This entire fiasco either needs to be brought to the Supreme Court NOW or people need to start rallying and taking to the streets because the stolen election we have been talking about is happening. stolenelection,irrelevant,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
139,"What is going on....... Elections2020 rigged!!! China Joe magically over night just got 130,000 votes while,  no one else got a single vote ????????",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
140,"So in order for this to be accurate, Michigan counted 138,339 ballots that only voted for Biden and didnt make any other selections on the ballot? How would none of the other counts change? voterfruad ElectionResults2020",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
141,"Hi @jack ing Tweets like this oneby @MattMackowiak retweeted by the President, are obviously intentioned to influence the out come of our election, by suppressing traffic flow of truth and data, this is blatant election interference.",irrelevant,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
142,"I showed this to my roommate, 19 y.o. and first time voting. Her response to me was as follows:  Youre only saying its fishy because Biden is winning. You cant fake Mail ballots. Besides, Biden was winning all night. Had more EC votes since it started so this means nothing?????",supporting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
143,"Voter fraud. You cannot tell me that a batch 140k votes reporting from Michigan went 100% to Biden and 0% to all other candidates. You can say the overwhelming majority goes to Biden, but not 100%. This isn't about parties, it's about integrity. I don't like either candidate btw.",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
144,"There is a big scale coordinated Election Fraud taking palace in the United States to favor the @TheDemocrats   MSM (@FoxNews included), establishment politicians (lot of @GOP included) and BigTech are the operatives branches of this maneuver of the Democratic Party.",irrelevant,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
145,"This is absolutely insane. Even if a county is 95% Biden (which doesn't exist) there is no world where given &gt;100k randomly selected ballots from that county, there is not a single Trump vote.",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
146,Twitsville Masters flexed their muscle; voter fraud exposed,irrelevant,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
147,"Wow, Biden is so great he got almost 138,339 votes overnight in Michigan and not a single one went to Trump, Jorgensen, Hawkins, or Blakenship.  Amazing. Almost UNBELIEVABLE.",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
148,"Meanwhile in TTUN: ""I found all of these new votes for Biden in the trunk of my car. Shazam! I forgot voters voted in there!""",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
149,"Twitter is suppressing info that Biden magically gained 138,339 votes counted overnight, meanwhile Trump and other parties got none.  Really activates the almonds. ??",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
150,So we are supposed to believe Biden won 130.000 out of 140.000 mail-in ballots in Michigan during count in short time??? voterfraud Trump2020,refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
151,"Here it is, screenshots of voterfraud in Michigan.  In one minute Biden adds 138,339 votes and Trump adds zero.  This is statistically impossible.",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
152,"The more reason Trump should contest this election, whether he wins or he loses. How can you prove that more than 238K votes went straight to Biden at the same counting.  @realDonaldTrump must not cede!",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
153,Interesting ??   Biden gets 138.000 Votes in Michigan (probably mail votes) in 10 minutes.  All other candidates not a signal vote  ??  ElectionNight florida2000 Trump Biden @zerohedge,refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
154,"This was their last shot at removing POTUS from office, with the help of the ChineseVirus and MSMCorruption CountEveryLegalVote",irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
155,"Shit-Show: Milwaukee Mysteriously Finds Another 386 Unopened Ballots During Recount, Three Weeks After the Election (VIDEO)  via @CassandraRules @gatewaypundit",refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
156,MAGA Trump2020 TRUMP2020ToSaveAmerica  The states stopped counting &amp; the media suddenly announces that they are going to bed. This is unprecedented! While we sleep WATCH THE EXACT NUMBER of ballots suddenly show up where the Dems need them to win. Just watch!,refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
157,"Democrats showing up in Pennsylvania, Wisconsin, and Michigan last night after Trump overwhelmingly wins. Election2020",refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
158,"Trump falsely asserts election fraud, claims a victory Le election judges:",irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
159,"138,000 votes mysteriously appeared in Michigan in the dead of night for Biden with 0 for Trump.!! This is absolute Bullshit and statistically IMPOSSIBLE.!!",refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
160,StopTheSteal DenyJoe270 Joe got more fraudulent votes than any candidate in history.,irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
161,Democrats bringing votes from no where The fall of America starts immediately after the defeat of Trump USAElections2020  Election2020,refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
162,when 5 democrat states began realizing Biden was losing and PAUSED counting the election results ??,refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
163,Benfords Law these election results.,irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
164,"Six states cant get the votes counted up.  Six states in which Trump is apparently leading.  Six states where the Dems are in charge.  Ive got no dog in this fight, I think theyre both average. But thats an odd coincidence isnt it?   ??",irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
165,Theyve been planning this for 4 years to hurt @realDonaldTrump and used the plandemic to scare gullible Americans into early voting who still watch the news and actually believe it! DefundTheMedia,irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
166,"130,000+ votes miraculously 'found'...ALL for Biden without a single Trump vote! Much better odds of hitting the Lottery  ??????????????????",refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
167,The deep state stole this election and with it our democracy. We cant let them get away with it! IllegitimateElection,irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
168,??????????????????????????? Supreme Court Allows Longer Deadlines for Absentee Ballots in Pennsylvania and North Carolina    USAElections2020  USElection,irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
169,AmericaDecides : NOT THE FAKE NEWS MEDIA ????????  BidenCorruption ????????????  BidenCrimeFamilly ????  ? Remember 2016-18 democRATS wanted to bring in 3rd world country poll watchers?  Yeah we could of used them in 2020 ??,irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
170,"The software's algorithm that counted Trump's votes to Biden and the dead people that ""voted"" Election2020",irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
171,Trump just lost the lead in Wisconsin after they dumped a trove of mail-ins from Milwaukee. 100k vote lead gone in an instant  Why did it take hours for this to be released? Im not buying it,refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
172,"Well known venal &amp; corrupt Democrat states/cities conspired to cheat &amp; steal the election. That's why they eliminated monitoring, transparency and pushed ballot harvesting and malfeasance. In their vile eyes they hated Trump - so it was morally and ethically justifiable.",refuting,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
173,"This is not a general election, it is a coup launched by the Democratic Party!",irrelevant,story_420+152, These images do not convey the truth. The delay in declaring a winner was due to the legitimate counting of mail-in ballots.,These images are a piece of evidence that newly counted mail-in ballots filled with Democratic votes were magically brought to alter the election outcome.,Claims that magic ballots appeared overnight to manipulate results in favor of Democrats are false; these are repurposed images with no basis in fact.
