Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Image Path,Caption,falsified_label,intern_vl_78_response,Imgur URL,Content Keywords,Title,Content URL,News Content,Image URL,are_images_similar,intern_vl_78_web_entities_title_response,intern_vl_78_web_entities_summary_response,intern_vl_78_summary_response,intern_vl_78_title_response,intern_vl_78_web_entities_title_keywords_response,intern_vl_38_web_entities,intern_vl_38_web_entities_summary_response,gpt_web_entities_response,gpt_web_entities_summary_response,gpt_web_entities_title_response,Title Vision,Content Summary Vision,Content URL Vision,Image URL Vision,News Content Vision,intern_vl_38_web_entities_title_vision_response,intern_vl_38_web_entities_summary_vision_response,llama_90_web_entities_summary_vision_response,llama_90_web_entities_title_vision_response,gpt_web_entities_title_vision_response,internvl_78_web_entities_summary_vision_response,internvl_78_web_entities_title_vision_response,internvl_78_web_entities_title_keywords_vision_response,internvl_78_vision_response,gpt_web_entities_summary_vision_response
242,242,242,242,242,242,242,242,242,242,242,242,242,./sample_300_merged_balanced/usa_today_images_0582_501.jpg,Curry shoots a threepoint basket over DeAndre Jordan of the Los Angeles Clippers on March 23,True,not out of context,https://i.imgur.com/mHVkJD3.jpeg,"['steve', 'shake', 'bad', 'game', 'season', 'kerr', 'possession', 'ball', 'youre', 'cinema', 'relies', 'action', 'film', 'players', 'warriors']",Steve Kerr Relies on Bad Cinema to Shake Up the Warriors,https://www.nytimes.com/2015/05/13/sports/basketball/coach-relies-on-bad-cinema-to-shake-up-the-warriors.html,"It took so long, in fact, that Kerr allowed for an intermission so the players could stretch their legs.
Not once this season had the Warriors watched an entire game film together.
But on the eve of his team’s most important game of the season, Kerr had no qualms about doing something completely different.
“It’s one thing to watch isolated clips, but when you see the flow of the game, you’re just like, we were taking some bad shots,” Barnes said.
Move the ball, Kerr kept telling them.",https://static01.nyt.com/images/2015/05/13/sports/yWARRIORS/yWARRIORS-articleLarge.jpg?quality=75&auto=webp&disable=upscale,No,out of context,out of context,out of context,not out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,out of context,out of context,not out of context,out of context,out of context,out of context,out of context,out of context,not out of context,out of context
243,243,243,243,243,243,243,243,243,243,243,243,243,./sample_300_merged_balanced/guardian_images_0366_625.jpg,Nigel Farage with Jamie Oliver Des Lynam Mike Read Rustie Lee and the Beckhams,False,not out of context,https://i.imgur.com/bjrGua9.jpeg,"['dont', 'words', 'feel', 'really', 'support', 'whos', 'took', 'vote', 'quite', 'ukip', 'celebrity', 'european', 'celebrities']",Which celebrities really support Ukip?,https://www.theguardian.com/politics/lostinshowbiz/2014/may/22/ukip-which-celebrities-really-support-nigel-farage,"Gingerly, pop-pickers, we must consider the European elections – though lines are now closed, so please don't vote or you may still be charged.
Consider Tim Rice, who was recently revealed to have donated thousands to the party, leading some to draw the conclusion that he might support them.
The former sports presenter came out for Ukip last year, declaring: ""I feel they have something to offer the country as a whole, and Sussex.""
While we get Bletchley Park on to the matter, it must be said that Ukip celebrity support is oddly characterised by are-they-aren't-theys.
Last year alone, Morrissey claimed to have ""nearly voted for Ukip"", while Jamie Oliver declared: ""What I love is that Ukip are stirring it up.",https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2014/5/22/1400781304504/Nigel-Farage-with-clockwi-010.jpg?width=465&dpr=1&s=none&crop=none,Yes,out of context,not out of context,not out of context,not out of context,out of context,out of context,not out of context,not out of context,out of context,not out of context,Marina Hyde + Celebrity,,https://www.theguardian.com/profile/marinahyde+lifeandstyle/celebrity?page=17,,"What term do you want to search?
Search with google",out of context,not out of context,not out of context,not out of context,out of context,out of context,out of context,not out of context,not out of context,not out of context
244,244,244,244,244,244,244,244,244,244,244,244,244,./sample_300_merged_balanced/usa_today_images_0594_130.jpg,Oscar de la Renta and Barbara Walters attend Woman s Day magazine s Red Dress Awards in New York on Feb 8 2011,False,not out of context,https://i.imgur.com/uM4YP1V.jpeg,"['fashion', 'la', '19322014', 'renta', 'getty', 'gala', 'aposcar', 'week', '2010', 'oscar', 'york', 'attend']",Oscar de la Renta: 1932-2014,https://www.usatoday.com/picture-gallery/life/people/2014/10/20/oscar-de-la-renta-1932-2014/17643563/,"PEOPLEOscar de la Renta: 1932-2014Designer Oscar de la Renta, who gave the world some of its most unforgettable fashions, died Monday.
Here, he and model Karlie Kloss, left, walk the runway at the De La Renta fashion show during Fashion Week on Sept. 9, 2014 in New York City.
Carolos Ortega, EpaOscar de la Renta and actress Dolores del Rio in New York on May 7, 1981.
Michael Stewart, Getty Images For Bloomingdale'sOscar de la Renta and 'Vogue' editor Anna Wintour at the Oscar De La Renta Fall 2009 fashion show during Mercedes-Benz Fashion Week on Feb. 18, 2009 .
Charles Sykes, APOprah Winfrey and Oscar de la Renta at the Metropolitan Museum of Art Costume Institute Gala on May 3, 2010 in New York.",https://www.usatoday.com/gcdn/-mm-/93ec0537e21d15b92d4c2ad82f324ca9cf31a500/c=0-0-1992-2656/local/-/media/USATODAY/None/2014/10/20/635494384428017278-AP-RED-DRESS-AWARDS-40239945-1-.JPG?width=458&height=610&fit=crop&format=pjpg&auto=webp,Yes,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,out of context,out of context,out of context,Oscar de la Renta: 1932-2014,,https://www.usatoday.com/picture-gallery/life/people/2014/10/20/oscar-de-la-renta-1932-2014/17643563/,,"PEOPLEOscar de la Renta: 1932-2014Designer Oscar de la Renta, who gave the world some of its most unforgettable fashions, died Monday.
Here, he and model Karlie Kloss, left, walk the runway at the De La Renta fashion show during Fashion Week on Sept. 9, 2014 in New York City.
Carolos Ortega, EpaOscar de la Renta and actress Dolores del Rio in New York on May 7, 1981.
Michael Stewart, Getty Images For Bloomingdale'sOscar de la Renta and 'Vogue' editor Anna Wintour at the Oscar De La Renta Fall 2009 fashion show during Mercedes-Benz Fashion Week on Feb. 18, 2009 .
Charles Sykes, APOprah Winfrey and Oscar de la Renta at the Metropolitan Museum of Art Costume Institute Gala on May 3, 2010 in New York.",not out of context,not out of context,not out of context,not out of context,out of context,not out of context,not out of context,not out of context,not out of context,not out of context
245,245,245,245,245,245,245,245,245,245,245,245,245,./sample_300_merged_balanced/guardian_images_0172_535.jpg,Cuban doctors have helped bring healthcare to rural parts of Venezuela,True,out of context,https://i.imgur.com/ebPciRx.jpeg,"['game', 'v', 'pictures', 'watched', 'watching', 'tuned', 'title', 'india', 'billion', 'globe', 'pakistan', 'cricket', 'cup', 'world', 'launch']",Cricket World Cup: India v Pakistan watched by a billion people – in pictures,https://www.theguardian.com/sport/gallery/2015/feb/15/cricket-world-cup-india-v-pakistan-watched-by-a-billion-people-in-pictures,"It was estimated that over a billion people tuned into the Cricket World Cup game between India and Pakistan.
Here are the best pictures of those people watching around the globe• India beat Pakistan to launch title defence",https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2015/2/15/1424016920468/b892a65f-a6d4-4f02-b38a-164f7ff35756-2060x1321.jpeg?width=300&quality=85&auto=format&fit=max&s=b28ee9f8aaefb80448c4488363e33d0a,Yes,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,Cricket World Cup: India v Pakistan watched by a billion people – in pictures,,https://www.theguardian.com/p/45zt6?CMP=gu_com,,"It was estimated that over a billion people tuned into the Cricket World Cup game between India and Pakistan.
Here are the best pictures of those people watching around the globe• India beat Pakistan to launch title defence",out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context
246,246,246,246,246,246,246,246,246,246,246,246,246,./sample_300_merged_balanced/washington_post_images_0279_626.jpg,A hypersonic aircraft plunges towards the Pacific during a failed US test China has conducted the first flight of its own version the Pentagon has confirmed,True,out of context,https://i.imgur.com/hv6zLoI.jpeg,"['points', 'radiation', 'japan', 'lower', 'slide', 'markets', 'tokyo', 'stock', 'market', 'panic', 'fell', 'world', 'minister', 'japanese']",World stock markets slide on Japan panic,https://www.theguardian.com/business/2011/mar/15/stock-markets-slide-japan-panic,"Global stock markets fell sharply on Tuesday as the panic gripping Japan in the wake of its catastrophic earthquake and tsunami spread around the world.
That was 183 points lower than Monday's close.
Amid growing fears of nuclear disaster in Japan, traders dumped stock indiscriminately, sending the Tokyo market into freefall.
This is its biggest two-day fall since the 1987 global stock market crash.
Stock markets in Asia followed the Nikkei down, with the Hang Seng index falling 3% and the Korea Composite index down by 2.8%.",https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2014/10/10/1412959943306/US-aircraft-refuels-after-014.jpg?width=220&dpr=1&s=none&crop=5:3,No,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,Intensified U.S. airstrikes keep Kobane from falling to Islamic State militants,,https://www.washingtonpost.com/world/airstrikes-target-islamic-state-positions-near-embattled-kobane/2014/10/07/122c9a76-1bba-4c8c-a3df-16e5a0545bb0_story.html,,"The strikes followed the request by Turkey for intensified U.S. efforts to prevent the predominantly Kurdish town, known as Ayn al-Arab in Arabic, from falling to the Islamic State, Turkish officials said.
Intensified airstrikes push some Islamic State militants from Kobane + 42 U.S.-led coalition stepped up airstrikes on members of the Islamic State around the Syrian border town.
The conversations were ""broadly about the challenges we're facing with ISIL and also Kobane,"" she said, using an alternative acronym for the Islamic State.
Islamic State fighters had reached the center of Kobane by mid-morning, he said, but one of the airstrikes hit a convoy of re­inforcements.
“These airstrikes are neutralizing their heavy weapons.”Here's a closer look at the countries fighting the Islamic State and what they have to gain by banding together.",out of context,out of context,out of context.,out of context,out of context,out of context,out of context,out of context,out of context,out of context
247,247,247,247,247,247,247,247,247,247,247,247,247,./sample_300_merged_balanced/usa_today_images_0268_723.jpg,Game 5 in Chicago Eddie Vedder of the band Pearl Jam sings Take Me Out to the Ball Game during the seventhinning stretch,True,not out of context,https://i.imgur.com/kNhuBQL.jpeg,"['sold', 'sweet', 'caroline', 'tracks', 'boston', 'sales', 'bombings', 'neil', 'diamond', 'week', 'sox', 'york', 'song', 'donating']",Neil Diamond donating 'Caroline' sales after bombings,https://www.usatoday.com/story/life/people/2013/04/25/diamond-donating-caroline-sales-after-bombings/2111919/,"APNEW YORK (AP) — Neil Diamond is donating this week's sales from Sweet Caroline after the tune became a source of comfort following the explosions at the Boston Marathon.
Sales from Diamond's song are up by 597%, Nielsen SoundScan said Wednesday.
Sweet Caroline sold 19,000 tracks this week.
It sold 2,800 tracks the previous week and 1.75 million tracks to date.
Diamond released Sweet Caroline in 1969.",https://www.usatoday.com/gcdn/media/USATODAY/USATODAY/2013/04/25/neildiamond-4_3.jpg,No,out of context,out of context,out of context,out of context,out of context,not out of context,out of context,out of context,out of context,out of context,,,,,,not out of context,not out of context,not out of context,not out of context,out of context,not out of context,not out of context,not out of context,not out of context,out of context
248,248,248,248,248,248,248,248,248,248,248,248,248,./sample_300_merged_balanced/bbc_images_0041_796.jpg,Protests continued in front of the CVS that was looted and set alight on Monday at the intersection of W North and Pennsylvania avenues,True,out of context,https://i.imgur.com/IGCvn6e.jpeg,"['vietnamese', 'arms', 'utap', 'ban', 'south', 'lifts', 'photographer', 'press', 'vietnam', 'war', 'united', 'nick', 'obama']",Obama lifts U.S. arms ban on Vietnam,https://www.cnn.com/2016/05/23/politics/obama-vietnam-trip/index.html,"Story highlights Obama dismisses suggestions lifting of ban aimed at countering China's influence Advocates say Obama should have pressured Vietnam more on human rights recordHanoi, Vietnam CNN —President Barack Obama announced Monday that the United States is fully lifting a decades-long ban on the sale of military equipment to Vietnam.
“President Obama just gave Vietnam a reward that they don’t deserve.”In 2014, the United States eased restrictions of an arms ban that originally instated during the Vietnam War.
It was there that he took these photos -- one of which has come to define the Vietnam War.
Nick Ut/AP As bombs drop in Trang Bang, soldiers and members of the international media watch the scene in the foreground.
1960s photojournalists showed the world some of the most dramatic moments of the Vietnam War through their camera lenses.",,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,‘Truth is one of our rights’: victims of Indonesia’s bloody past want more than regret from their president,,https://www.theguardian.com/world/2023/jan/13/truth-is-one-of-our-rights-victims-of-indonesias-bloody-past-want-more-than-regret-from-their-president,,"On Wednesday, Indonesia’s President Joko Widodo, often referred to as Jokowi, acknowledged the communist purge alongside 11 other “gross human rights violations” that took place in the country between 1965 and 2003.
In the hopes of preventing such atrocities from happening again, Jokowi commissioned a report last year on the country’s history of human rights violations.
He said he acknowledged the “gross human rights violations” and “strongly regret[s] that those violations occurred”.
Other events he referenced include the kidnapping and killings of activists during protests in the 1990s and rights violations in the Papua region.
View image in fullscreen President Joko Widodo has acknowledged the ‘gross human rights violations’ in Indonesia’s past.",out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context
249,249,249,249,249,249,249,249,249,249,249,249,249,./sample_300_merged_balanced/washington_post_images_0507_753.jpg,President Obama speaks at the University of Wisconsin at La Crosse earlier this month,False,not out of context,https://i.imgur.com/Gp4GRrE.jpeg,"['going', 'talk', 'institutions', 'slammed', '23', 'know', 'dont', 'apprentice', 'single', 'speech', 'theyre', 'bush', 'nbc', 'president', 'terrible', 'trumps', 'hes', 'trash']",Trump’s trash talk: The 23 people and institutions he slammed in a single speech,https://www.washingtonpost.com/news/post-politics/wp/2015/07/13/trumps-trash-talk-the-23-people-and-institutions-he-slammed-in-a-single-speech/,"They don't know anything.
He said, 'Donald, I had calls from Hispanic people saying they're going to boycott Macy's.'
They're terrible people.
He's terrible.
Some Wall Street guys -- they're brutal, they're miserable, you wouldn't want to go out to dinner, they're terrible people.",http://www.washingtonpost.com/rf/image_908w/2010-2019/WashingtonPost/2015/07/06/National-Security/Images/Obama-09676.jpg,Yes,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
250,250,250,250,250,250,250,250,250,250,250,250,250,./sample_300_merged_balanced/guardian_images_0748_419.jpg,Urgent testimony Louise Mai Newberry and Ferdy Roberts in Lampedusa,True,out of context,https://i.imgur.com/C6KnWEy.jpeg,,,,,,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,Sydney father and daughter missing since Nepal avalanche are safe and well,,https://www.theguardian.com/australia-news/2014/oct/23/sydney-father-and-daughter-missing-since-nepal-avalanche-are-safe-and-well,,"A Sydney father and daughter missing for more than a week since an avalanche in Nepal killed at least 40 people are safe and well.
Patrick Wilde, the father of Simon and grandfather of 17-year-old Sophie, said the pair had called, bringing the family relief following the huge snowstorm and avalanche which smashed Nepal’s Annapurna region on 14 October.
“[Simon] and Sophie are both OK and they’ll be back in Kathmandu and flying home to Australia on Saturday,” Wilde told the ABC.
The Wildes originally planning to return to Sydney by 29 October.
Several Australians may still be in the region, the Department of Foreign Affairs and Trade (Dfat) said.",out of context,out of context,out of context,out of context.,out of context,out of context,out of context,out of context,out of context,out of context
251,251,251,251,251,251,251,251,251,251,251,251,251,./sample_300_merged_balanced/washington_post_images_0270_439.jpg,Donors sit down to a chicken dinner and discuss politics while Mitt and Ann Romney talk on stage during a fundraising event at the Beverly Hilton Hotel in Los Angeles,False,out of context,https://i.imgur.com/DzYhj8g.jpeg,,,,,,,out of context,out of context,not out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,out of context,out of context,out of context.,out of context,out of context,out of context,out of context,out of context,not out of context,out of context
252,252,252,252,252,252,252,252,252,252,252,252,252,./sample_300_merged_balanced/washington_post_images_0584_916.jpg,A woman tries to clear protesters in front of a heavy police presence at North and Pennsylvania avenues,False,not out of context,https://i.imgur.com/AvDP3cZ.jpeg,"['recovery', 'baltimore', 'md', 'riot', 'dems', 'reconsider', 'denial', 'ask', 'federal', 'following', 'unrest', 'state', 'resources', 'city', 'major', 'letter', 'aid', 'obama']",Md. Dems ask Obama to reconsider denial of aid for Baltimore riot recovery,https://www.washingtonpost.com/local/md-politics/md-dems-ask-obama-to-reconsider-denial-of-aid-for-baltimore-riot-recovery/2015/07/13/ef777eae-299c-11e5-a5ea-cf74396e59ec_story.html,"Nine Democrats, including Sen. Barbara Mikulski and House Minority Whip Steny H. Hoyer, signed the letter Monday, asking Obama to approve Gov.
Larry Hogan’s (R) appeal of the June 12 decision by the Federal Emergency Management Agency to not to declare Baltimore a major disaster.
“The resources of the City of Baltimore and the State of Maryland were overwhelmed beyond their normal capabilities.
He said the state, city and surrounding counties spent more than $19 million responding to the unrest and to restore calm.
AdvertisementHogan said FEMA declared other cities major disasters following “man-made events,” including New York after 9/11 and Boston after the bombing during the marathon.",https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/DMRWQVXOEQI6JACQQOPJENFTAM&w=1200,Yes,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,,,,,,not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
253,253,253,253,253,253,253,253,253,253,253,253,253,./sample_300_merged_balanced/usa_today_images_0133_366.jpg,Pippa Middleton was the sensational bridesmaid at the royal wedding of sister Kate Middleton to Prince William in 2011,False,not out of context,https://i.imgur.com/IS3XIjL.jpeg,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,The Royal Wedding: A Crowd's-Eye View,,https://www.npr.org/2011/04/29/135834585/the-royal-wedding-a-crowds-eye-view,,"The Royal Wedding: A Crowd's-Eye ViewEnlarge this image toggle caption Julian Finney/Getty Images Julian Finney/Getty ImagesI watched the royal wedding processional from behind a woman with a sequined Union Jack cocktail dress, flag-themed sunglasses, high-heeled boots, a flag she wore like a cape, and a plastic cup that she kept clarifying she was filling with vodka schnapps, not vodka.
This was the royal wedding as the commoners of London got to see it, live and in person.
Also during the ceremony, one of the passing horses dropped an impressive wedding gift in the street right in front of where I was standing.
I looked in the glass carriage and saw the Queen of England waving at me.
For the kind of person who camps out for a royal wedding, it's an event when you see the Queen.",not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
254,254,254,254,254,254,254,254,254,254,254,254,254,./sample_300_merged_balanced/guardian_images_0656_179.jpg,Fara Williams signs for Arsenal Ladies in the company of their manager Pedro Losa,False,not out of context,https://i.imgur.com/sQAiRMU.jpeg,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Fara Williams joins Arsenal Ladies from Liverpool,,https://www.theguardian.com/football/2016/jan/05/fara-williams-arsenal-ladies-england-liverpool,,"Fara Williams has joined Arsenal Ladies from Liverpool.
The 31-year-old central midfielder, who with 148 caps is England’s record appearance holder, wrote on Twitter that she had signed for “the next two years”.
The transfer comes shortly after the player was awarded an MBE in the New Year Honours list, largely for being central to England finishing third at the 2015 World Cup.
“Fara is a great competitor and a fantastic character, too”, the Arsenal manager, Pedro Martínez Losa, told the club’s website.
“She is a player with huge experience at club and international level, and her reading and understanding of games is fantastic.”Williams won the FA Women’s Super League with Liverpool in 2013 and 2014, and has played for Chelsea, Charlton and Everton.",not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
255,255,255,255,255,255,255,255,255,255,255,255,255,./sample_300_merged_balanced/washington_post_images_0543_213.jpg,Procedures for visiting the UK are more complicated than for the rest of Europe Chinese tourists say,True,out of context,https://i.imgur.com/UmipDFd.jpeg,"['mormon', 'injuries', 'statement', 'injured', 'clain', 'brussels', 'attack', 'suffered', 'hospitalized', 'hurt', 'missionaries', 'church', 'empey', '20', 'france']",Four Mormon missionaries hurt and hospitalized in Brussels attack,https://www.washingtonpost.com/news/acts-of-faith/wp/2016/03/22/three-mormon-missionaries-were-seriously-hurt-in-brussels-attack/,"Four Mormon missionaries were hurt and hospitalized in the Tuesday attack on the Brussels airport, the Church of Jesus Christ of Latter-day Saints said in a statement.
The other, from France, suffered minor injuries.
“Our prayers are with the families of the deceased and injured, including three of our missionaries who were injured and hospitalized,” church leaders said in the statement.
Clain had passed through airport security by the time the explosion occurred, yet still suffered minor injuries, according to the church.
Their son, Joseph Empey, 20, suffered 2nd degree burns to his hands, face and head and needed surgery to treat shrapnel injuries in his legs, they said.",http://www.washingtonpost.com/rf/image_908w/2010-2019/WashingtonPost/2016/03/22/Production/Daily/A-Section/Images/AFP_8Z9XM.jpg,Yes,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,Brussels airport bombings bring new security measures in U.S.,,https://www.washingtonpost.com/local/trafficandcommuting/brussels-airport-bombings-bring-new-security-measures-in-us/2016/04/09/befaf098-fdb9-11e5-80e4-c381214de1a3_story.html,,"A plane carrying Transportation Security Administration head Peter Neffenger was nosing up to an arrival gate in Brussels on March 22 when the first of two bombs that killed 16 people exploded in the terminal.
“Here’s what we do to make sure that that doesn’t happen here,” said Neffenger, who was arriving in Belgium for a security meeting when the bombs went off.
“There’s a lot more patrolling of public areas here than I believe was the case in Brussels.
Neffenger is having all of the TSA dogs cross-trained so they can work passenger lines.
“They are the ones that are designed to walk up and down a security line and detect for explosive vapor wake, and then they trace it back to its source,” he said.",out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context
256,256,256,256,256,256,256,256,256,256,256,256,256,./sample_300_merged_balanced/guardian_images_0803_530.jpg,Steve Aoki who has risen up the Forbes rankings,False,not out of context,https://i.imgur.com/qJDpI05.jpeg,"['steve', 'rock', 'stage', 'san', 'hard', 'diego', 'trial', 'paralysed', 'breaking', 'crowdsurfing', 'café', 'hickman', 'neck', 'sued', 'aoki', 'dinghy', 'fans']",Steve Aoki sued for 'breaking a fan's neck' while crowdsurfing in a dinghy,https://www.theguardian.com/music/2015/may/19/steve-aoki-sued-for-breaking-a-fans-neck-while-crowdsurfing-in-a-dinghy,"EDM star and former cake thrower Steve Aoki is being sued by a fan who has alleged that a stage dive in 2012 broke her neck and almost paralysed her.
The artist, who is famed for his stage-diving antics, reportedly jumped off the stage in a blow-up dinghy during a show at the Hard Rock Café in San Diego.
Brittany Hickman, who says she was underneath the raft at the time, claims she was knocked unconscious and later discovered that she had broken her neck.
After spending several days in hospital and missing two months of work, she is now bringing the case to court.
Trial in this matter is scheduled for 28 August, 2015 before Judge Pressman of the San Diego Superior Court.","https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2014/12/4/1417653159005/edf75012-81de-45cd-9736-4d025b474bc2-620x372.jpeg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom,left&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMTUucG5n&s=b5ed03bec797f1076d29fbd5b6a5b3cf",Bb,out of context,out of context,out of context,out of context,out of context,not out of context,not out of context,not out of context,not out of context,out of context,Why music purists love to hate Steve Aoki and EDM,,https://www.theguardian.com/music/2014/dec/04/why-music-purists-love-to-hate-steve-aoki-and-edm,,"According to Aoki, 37, speaking at the Electronic Music Conference in Sydney, his band This Machine Kills was more hardcore than hard house.
After his Sydney speech, Aoki tells me that this era was “definitely the punk side of dance music, because it was too noisy for the commercial space.
The acronym stands for electronic dance music, but it’s a misnomer because EDM has come to mean a specific dance music subgenre, distinct from other sounds such as techno, minimal house, disco, funk, drum’n’bass.
It captures a period of dance music history in which rave culture finally broke through to the American mainstream, after decades of dominance in Europe, Australia and a few local strongholds including California and Detroit.
Music purists love to hate EDM.",not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
257,257,257,257,257,257,257,257,257,257,257,257,257,./sample_300_merged_balanced/guardian_images_0324_862.jpg,Cameron makes a point as he debates with Clegg and Brown,False,not out of context,https://i.imgur.com/uH4SkEg.jpeg,"['700', 'received', 'complaints', 'ofcom', 'clegg', 'leaders', 'complain', 'parties', 'lib', 'sky', 'representatives', 'treatment', 'debate', 'rules', 'nearly', 'nick']",Leaders' debate: nearly 700 complain to Ofcom over treatment of Nick Clegg,https://www.theguardian.com/media/2010/apr/28/leaders-debate-complaints,"Media watchdog Ofcom received almost 700 complaints about Sky News host Adam Boulton's treatment of Liberal Democrat leader Nick Clegg in last week's second leaders' debate.
Ofcom received a total of 652 complaints about BSkyB's broadcast last Thursday while a repeat of the debate on BBC2 drew an additional 39 complaints.
The complainants argued that Boulton's treatment of Clegg broke rule 63 of the rules of the debate agreed between Labour, the Conservatives and the Lib Dems.
Ofcom received another 34 complaints about BSkyB's overall election coverage.
Ofcom also received 10 complaints about a lesbian kiss on Coronation Street last Friday.",,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,,,,,,not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
258,258,258,258,258,258,258,258,258,258,258,258,258,./sample_300_merged_balanced/guardian_images_0783_117.jpg,The Jew of Malta is at the Swan theatre StratforduponAvon until 8 September 2015,False,not out of context,https://i.imgur.com/7fwoQ2N.jpeg,"['stage', 'lily', 'costumes', 'shakespeare', 'royal', 'pictures', 'production', 'stitch', 'justin', 'page', 'sketch', 'malta', 'outfits', 'marlowe', 'jew']",From sketch to stitch: costumes for The Jew of Malta – in pictures,https://www.theguardian.com/stage/gallery/2015/mar/26/costumes-rsc-the-jew-of-malta-in-pictures,"See designer Lily Arnold’s outfits – on page and stage – for the Royal Shakespeare Company’s production of The Jew of Malta by Christopher Marlowe, directed by Justin Audibert",https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2015/3/25/1427282110086/50dd8d90-d10d-46e5-bf88-b7e3a95c1686-620x465.jpeg?width=700&quality=85&auto=format&fit=max&s=dfc2cb346781eef71f9a09011cf5b2be,Yes,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,From sketch to stitch: costumes for The Jew of Malta – in pictures,,https://www.theguardian.com/p/47x2h/stw,,"See designer Lily Arnold’s outfits – on page and stage – for the Royal Shakespeare Company’s production of The Jew of Malta by Christopher Marlowe, directed by Justin Audibert",not out of context,not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
